wall_time,wall_elapsed,mode,cmd_u_raw,cmd_u_delayed,hw_pwm,delay_sec_est,tau_cmd,theta,omega,alpha,hw_enc,hw_arduino_ms,theta_real,omega_real,alpha_real,delay_ms,l_com_est,b_eq_est,tau_eq_est,K_u_est,J_rod,J_imu,J_total,tau_motor,tau_res,tau_visc,tau_coul,inst_cost,best_cost_so_far,imu_qw,imu_qx,imu_qy,imu_qz,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az,ls_cost,fit_done,fit_complete,fit_final_params
1774898676.247977,1.002051591873169,manual,0.0,0.0,0.0,0.0,0.05340436832830958,-0.1745249113198397,0.008013879593269591,0.001599494408923392,-2429.0,21214328.0,-1.5707963267948968,-0.0029099471867084503,0.0,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.0,0.0,0.0,9.748169444210049,9.748169444210049,0.9961950473115624,9.280238845877807e-20,8.40784410017159e-21,-0.08715175105477753,0.0,0.0,0.008013879593269591,0.0,0.0,0.0,,0,0,
1774898676.2574794,1.0115540027618408,manual,0.0,0.0,0.0,0.0,0.04044799697064928,-0.1745108277787203,0.01408354111936202,0.1290295233549969,-2429.0,21214328.0,-1.5708037878222738,-0.0021109990775585175,0.05743836853817222,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.01295394418243057,0.00024041638779808772,0.012713527794632482,9.75241351458002,9.75241351458002,0.9961956609894983,-4.473779286050651e-20,-4.1369478798118535e-21,-0.08714473607566095,0.0,0.0,0.01408354111936202,0.16481070961010388,0.0020673869171471825,-7.262977498194219e-13,,0,0,
1774898676.2678623,1.0219368934631348,manual,0.0,0.0,0.0,0.0,0.031019108722817934,-0.17449208946898495,0.018738309735377864,0.19288590541953554,-2429.0,21214328.0,-1.5707908815373066,-0.002643631072714925,-0.1116835615308296,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.022378566919613083,0.0004225062335808606,0.021956060686032224,9.814328344277971,9.814328344277971,0.9961964774183029,-2.5324930247927503e-20,-2.1342532141655546e-21,-0.08713540256040994,0.0,0.0,0.018738309735377864,0.11567474832174522,-0.017778709622210783,1.34490877192474e-12,,0,0,
1774898676.2784803,1.0325548648834229,manual,0.0,0.0,0.0,0.0,0.024177562922635044,-0.17446972302750557,0.022366441479427478,0.22264817639173834,-2429.0,21214368.0,-1.5707649603369356,-0.002643631072714925,0.08136442160604081,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.029214437393519997,0.0005621492920613359,0.028652288101458662,9.763738477544088,9.763738477544088,0.9961974518104495,-3.0308616419300605e-20,-2.707729531858156e-21,-0.08712426186985431,0.0,0.0,0.022366441479427478,0.08816705994718603,-0.016211905683604484,-1.3118974323579721e-12,,0,0,
1774898676.2882912,1.0423657894134521,manual,0.0,0.0,0.0,0.0,0.019138166630241822,-0.17444448466183518,0.025238365670348095,0.23666397548362209,-2429.0,21214388.0,-1.570768236530709,-0.003620123490691185,0.023933157734842555,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.03424705947229844,0.0006709932443828244,0.03357606622791562,9.78236021173153,9.78236021173153,0.9961985511681203,1.2721774618657244e-19,1.1163649974490707e-20,-0.08711169066513332,0.0,0.0,0.025238365670348095,0.07553286123415513,-0.013424488524862487,3.54269357448891e-13,,0,0,
1774898676.2977324,1.051806926727295,manual,0.0,0.0,0.0,0.0,0.015351780642547039,-0.17441694255388296,0.027542107952176906,0.238133399976502,-2429.0,21214388.0,-1.570764049669673,-0.0034425794146955013,0.13401711820833895,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.038025801383138554,0.0007571509701104429,0.03726865041302811,9.758914484971694,9.758914484971694,0.9961997506934539,2.4779116420862832e-21,3.0080671078662636e-22,-0.08709797195285468,0.0,0.0,0.027542107952176906,0.06296403055221814,-0.011061637576935433,7.395417223196516e-13,,0,0,
1774898676.30778,1.061854600906372,manual,0.0,0.0,0.0,0.0,0.012450886840616598,-0.17438753200935359,0.029410544529444194,0.22769814446345724,-2429.0,21214388.0,-1.5707599061736628,-0.003620123490691185,0.10530362746296537,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.0409183533228483,0.0008262632385653072,0.040092090084282994,9.762492891675238,9.762492891675238,0.9962010313851335,1.5096312512344903e-19,1.3240495617323515e-20,-0.08708332255487397,0.0,0.0,0.029410544529444194,0.04798527532198858,-0.00842913050097439,3.231786685794571e-13,,0,0,
1774898676.3177981,1.0718727111816406,manual,0.0,0.0,0.0,0.0,0.010189404708961548,-0.17435659238437223,0.030939624981293965,0.21268484059285248,-2429.0,21214388.0,-1.5707591985350535,-0.0017559108091518283,0.21060287280500528,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.04317092764171831,0.0008823163358833258,0.04228861130583498,9.752376721686545,9.752376721686545,0.9962023784286015,-8.967656823341514e-20,-7.883537518924786e-21,-0.08706791150129589,0.0,0.0,0.030939624981293965,0.03938713016849893,-0.006914877231456926,-6.698432515467002e-13,,0,0,
1774898676.3279166,1.081991195678711,manual,0.0,0.0,0.0,0.0,0.008399833620834213,-0.17432439222048904,0.03220016388327473,0.19506343966906767,-2429.0,21214408.0,-1.5707590480159699,-0.0023773149587213993,0.052655311498595134,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.04495112774210843,0.0009281887494388189,0.04402293899266961,9.767333797119198,9.767333797119198,0.9962037800999969,-1.1686526644020189e-19,-1.0394820772633598e-20,-0.08705187255008888,0.0,0.0,0.03220016388327473,0.03214903252047234,-0.005636659247285101,-5.4171220871748055e-15,,0,0,
1774898676.3376656,1.0917401313781738,manual,0.0,0.0,0.0,0.0,0.006965669713706095,-0.1742911467271503,0.03324549333872471,0.17749574814665878,-2429.0,21214420.0,-1.5707703162287439,-0.0011345066595822573,0.019141113817108896,0.0,0.1425,0.03,0.08,0.0025,0.005415,0.0012479696298261344,0.006662969629826134,0.0,0.0463755388154821,0.0009660049164982418,0.045409533898983855,9.771278648408561,9.771278648408561,0.9962052270035879,-7.781617266149612e-20,-6.850050611442724e-21,-0.08703531289499508,0.0,0.0,0.03324549333872471,0.027672184873946494,-0.004844027558141152,-7.141158905099118e-13,,0,0,
